cct_id,cct_city,cct_date,cct_card_type,cct_exp_type,cct_gender,cct_amount
24334,"Hyderabad, India",23-May-14,Signature,Entertainment,F,3831
24335,"Pune, India",13-Nov-14,Platinum,Grocery,F,253007
24336,"Jaipur, India",11-Jan-15,Platinum,Bills,F,42236
24337,"Hyderabad, India",05-Apr-15,Signature,Bills,F,107504
24338,"Kolkata, India",25-Oct-13,Gold,Grocery,F,110415
24339,"Kanpur, India",28-Nov-13,Gold,Food,M,175638
24340,"Hyderabad, India",29-Nov-13,Gold,Food,F,19989
24341,"Chennai, India",13-Feb-14,Silver,Food,F,108528
24342,"Surat, India",17-Mar-14,Signature,Food,F,158897
24343,"Lucknow, India",13-May-15,Signature,Fuel,M,233334
24344,"Lucknow, India",30-Jan-15,Platinum,Food,F,146423
24345,"Kolkata, India",03-Jan-15,Signature,Food,F,146860
24346,"Jaipur, India",30-Dec-14,Gold,Food,M,286918
24347,"Kolkata, India",25-Aug-14,Signature,Entertainment,M,127752
24348,"Surat, India",16-Oct-13,Platinum,Food,F,290863
24349,"Jaipur, India",27-Jul-14,Silver,Bills,F,145419
24350,"Jaipur, India",01-Feb-15,Signature,Fuel,F,46500
24351,"Hyderabad, India",25-Dec-13,Gold,Grocery,M,273933
24352,"Chennai, India",18-Dec-13,Signature,Food,M,85052
24353,"Pune, India",10-Jan-14,Signature,Entertainment,F,65311
24354,"Chennai, India",03-Jan-14,Silver,Fuel,M,128854
24355,"Chennai, India",28-Dec-13,Gold,Food,F,280652
24356,"Kolkata, India",19-Oct-14,Signature,Grocery,M,5335
24357,"Kolkata, India",01-Apr-15,Gold,Bills,M,66774
24358,"Hyderabad, India",01-Jan-14,Platinum,Fuel,M,76975
24359,"Pune, India",14-Oct-14,Gold,Entertainment,F,51439
24360,"Chennai, India",22-Jul-14,Gold,Fuel,M,153487
24361,"Jaipur, India",31-Dec-14,Silver,Bills,F,80348
24362,"Pune, India",31-Jan-15,Signature,Food,F,119166
24363,"Jaipur, India",14-Nov-14,Signature,Grocery,M,84919
24364,"Chennai, India",06-May-14,Signature,Fuel,M,232113
24365,"Hyderabad, India",03-Mar-14,Silver,Bills,M,15835
24366,"Kolkata, India",29-Nov-14,Gold,Bills,F,75459
24367,"Kanpur, India",16-Feb-15,Signature,Grocery,F,230811
24368,"Chennai, India",17-Jun-14,Gold,Bills,M,146787
24369,"Pune, India",27-Mar-15,Gold,Entertainment,F,251192
24370,"Jaipur, India",17-Sep-14,Gold,Bills,F,8332
24371,"Kanpur, India",21-Dec-14,Signature,Bills,M,261562
24372,"Hyderabad, India",02-Oct-14,Gold,Bills,M,187032
24373,"Hyderabad, India",25-Jul-14,Signature,Entertainment,M,25475
24374,"Jaipur, India",26-Jul-14,Gold,Entertainment,F,280631
24375,"Kolkata, India",15-Mar-14,Platinum,Food,M,51605
24376,"Chennai, India",21-Oct-13,Silver,Food,M,22872
24377,"Lucknow, India",25-Jul-14,Silver,Grocery,M,211007
24378,"Lucknow, India",23-Mar-14,Silver,Bills,M,203096
24379,"Kolkata, India",03-May-14,Platinum,Food,M,289032
24380,"Hyderabad, India",06-Mar-15,Platinum,Entertainment,M,228578
24381,"Hyderabad, India",14-Nov-14,Platinum,Entertainment,M,9498
24382,"Pune, India",04-Mar-15,Gold,Food,M,18900
24383,"Chennai, India",22-Jun-14,Signature,Entertainment,M,59601
24384,"Kolkata, India",28-Nov-13,Signature,Fuel,F,170592
24385,"Pune, India",14-Oct-13,Gold,Fuel,F,297099
24386,"Pune, India",20-Jan-14,Silver,Fuel,M,299085
24387,"Jaipur, India",08-Sep-14,Silver,Food,F,193926
24388,"Hyderabad, India",16-Apr-15,Platinum,Entertainment,M,91944
24389,"Hyderabad, India",13-May-15,Signature,Grocery,M,225326
24390,"Pune, India",24-Feb-14,Platinum,Grocery,M,184379
24391,"Surat, India",06-Jun-14,Gold,Fuel,F,243717
24392,"Jaipur, India",01-Dec-14,Platinum,Food,F,101492
24393,"Jaipur, India",27-Sep-14,Signature,Food,F,23640
24394,"Lucknow, India",17-Nov-14,Gold,Grocery,F,294170
24395,"Lucknow, India",02-Nov-14,Platinum,Bills,M,187098
24396,"Jaipur, India",26-Mar-14,Gold,Food,M,140077
24397,"Lucknow, India",10-Mar-14,Signature,Fuel,M,282212
24398,"Lucknow, India",19-Feb-15,Platinum,Bills,F,287671
24399,"Jaipur, India",04-Jun-14,Signature,Food,M,82562
24400,"Pune, India",31-Jan-14,Gold,Entertainment,M,292589
24401,"Hyderabad, India",13-Dec-13,Platinum,Entertainment,M,161361
24402,"Jaipur, India",16-Apr-14,Gold,Fuel,M,257290
24403,"Pune, India",17-Feb-14,Platinum,Bills,F,178003
24404,"Kolkata, India",14-May-15,Signature,Bills,M,36961
24405,"Surat, India",26-Mar-15,Signature,Fuel,F,72243
24406,"Kolkata, India",29-Oct-14,Gold,Food,F,285338
24407,"Lucknow, India",17-Dec-13,Silver,Bills,M,279686
24408,"Hyderabad, India",04-Mar-14,Platinum,Grocery,F,251029
24409,"Hyderabad, India",17-Dec-14,Silver,Food,F,189836
24410,"Chennai, India",01-Oct-14,Silver,Fuel,M,90407
24411,"Hyderabad, India",12-Jun-14,Silver,Bills,M,15570
24412,"Jaipur, India",26-Dec-14,Gold,Grocery,M,225273
24413,"Pune, India",12-Apr-14,Platinum,Bills,F,229834
24414,"Kanpur, India",26-Jan-15,Signature,Grocery,F,109421
24415,"Surat, India",14-Jan-15,Silver,Grocery,M,130557
24416,"Pune, India",16-May-15,Gold,Grocery,M,16381
24417,"Lucknow, India",25-Feb-15,Gold,Food,F,44996
24418,"Lucknow, India",10-Nov-14,Platinum,Grocery,M,263742
24419,"Kanpur, India",30-Oct-14,Signature,Entertainment,M,170852
24420,"Kanpur, India",12-Nov-13,Platinum,Bills,F,137816
24421,"Chennai, India",25-Jul-14,Platinum,Bills,F,257815
24422,"Hyderabad, India",20-Dec-14,Signature,Fuel,F,205601
24423,"Kanpur, India",08-Mar-15,Platinum,Fuel,M,33740
24424,"Chennai, India",14-Oct-13,Platinum,Entertainment,M,44358
24425,"Lucknow, India",30-Oct-13,Platinum,Food,F,168041
24426,"Chennai, India",01-Mar-15,Signature,Bills,M,190609
24427,"Jaipur, India",12-Nov-14,Platinum,Entertainment,F,152666
24428,"Jaipur, India",30-Dec-14,Signature,Grocery,F,98615
24429,"Lucknow, India",02-May-14,Gold,Food,F,92931
24430,"Jaipur, India",04-Jul-14,Silver,Bills,M,153530
24431,"Kolkata, India",16-Oct-14,Platinum,Grocery,F,282408
24432,"Kanpur, India",17-Jan-14,Gold,Bills,F,87714
24433,"Jaipur, India",23-Feb-15,Signature,Bills,F,50887
24434,"Hyderabad, India",28-Jan-14,Platinum,Fuel,F,252747
24435,"Pune, India",04-Apr-14,Signature,Bills,F,15503
24436,"Lucknow, India",14-Apr-14,Silver,Grocery,F,118992
24437,"Chennai, India",16-Jul-14,Signature,Entertainment,F,239674
24438,"Surat, India",07-Oct-13,Signature,Fuel,F,130714
24439,"Chennai, India",22-Feb-15,Signature,Food,M,12271
24440,"Pune, India",23-Nov-13,Gold,Fuel,M,196472
24441,"Jaipur, India",29-Apr-15,Signature,Bills,M,265947
24442,"Pune, India",09-Jan-14,Silver,Entertainment,F,179759
24443,"Surat, India",26-Dec-13,Gold,Entertainment,F,214717
24444,"Chennai, India",11-Apr-14,Silver,Grocery,F,254892
24445,"Chennai, India",02-May-14,Signature,Entertainment,M,221170
24446,"Hyderabad, India",27-Feb-14,Signature,Entertainment,F,209619
24447,"Lucknow, India",08-Aug-14,Gold,Entertainment,M,236328
24448,"Pune, India",28-Nov-14,Silver,Grocery,M,221706
24449,"Kanpur, India",16-Jul-14,Platinum,Food,F,122784
24450,"Pune, India",13-Oct-14,Platinum,Grocery,F,24849
24451,"Kanpur, India",21-Sep-14,Silver,Entertainment,M,128744
24452,"Surat, India",27-Nov-13,Signature,Fuel,M,106593
24453,"Kanpur, India",24-Jul-14,Platinum,Entertainment,F,36050
24454,"Chennai, India",23-Oct-14,Signature,Food,M,151117
24455,"Kanpur, India",21-Jan-14,Platinum,Entertainment,M,30216
24456,"Kolkata, India",19-Jan-14,Silver,Grocery,M,294712
24457,"Hyderabad, India",25-Jun-14,Silver,Grocery,F,257970
24458,"Surat, India",27-Jan-14,Signature,Food,M,230094
24459,"Lucknow, India",28-Aug-14,Platinum,Bills,F,212284
24460,"Surat, India",25-Jan-15,Silver,Fuel,F,28710
24461,"Kanpur, India",17-May-15,Signature,Bills,M,148369
24462,"Pune, India",07-Feb-14,Silver,Food,F,59738
24463,"Jaipur, India",28-Feb-15,Gold,Food,F,68765
24464,"Jaipur, India",02-Feb-15,Gold,Grocery,M,262892
24465,"Surat, India",07-Aug-14,Platinum,Fuel,F,155043
24466,"Kanpur, India",01-May-14,Signature,Food,F,21129
24467,"Pune, India",05-Nov-13,Platinum,Food,M,235323
24468,"Jaipur, India",19-Oct-13,Silver,Bills,F,24544
24469,"Jaipur, India",11-Oct-14,Gold,Entertainment,F,284581
24470,"Kanpur, India",21-Apr-14,Gold,Grocery,F,136432
24471,"Chennai, India",20-Sep-14,Gold,Food,M,284396
24472,"Kolkata, India",13-May-15,Platinum,Bills,F,251528
24473,"Kolkata, India",04-Feb-15,Platinum,Fuel,M,74432
24474,"Hyderabad, India",28-Mar-15,Platinum,Food,F,52859
24475,"Surat, India",27-Jul-14,Gold,Fuel,M,163971
24476,"Hyderabad, India",28-Sep-14,Silver,Food,M,27124
24477,"Surat, India",07-Dec-14,Signature,Food,M,190120
24478,"Lucknow, India",25-May-14,Signature,Food,F,157867
24479,"Kolkata, India",13-May-15,Signature,Bills,F,282522
24480,"Lucknow, India",22-Dec-13,Silver,Fuel,F,12798
24481,"Kolkata, India",18-Feb-15,Signature,Food,M,74354
24482,"Jaipur, India",03-Jan-15,Signature,Bills,F,142397
24483,"Jaipur, India",06-Jan-15,Platinum,Food,F,155386
24484,"Hyderabad, India",05-Jan-14,Gold,Fuel,M,173984
24485,"Kanpur, India",16-Jun-14,Signature,Entertainment,F,150852
24486,"Surat, India",26-Jan-15,Signature,Entertainment,M,279342
24487,"Lucknow, India",02-Sep-14,Platinum,Fuel,F,260431
24488,"Hyderabad, India",19-Oct-13,Platinum,Entertainment,F,90553
24489,"Jaipur, India",06-Apr-15,Platinum,Food,M,97798
24490,"Kolkata, India",06-Oct-14,Silver,Bills,M,31406
24491,"Chennai, India",24-Aug-14,Gold,Food,M,74568
24492,"Lucknow, India",08-May-15,Signature,Grocery,F,211994
24493,"Jaipur, India",07-Dec-13,Silver,Bills,F,238710
24494,"Chennai, India",31-Dec-14,Gold,Grocery,M,181916
24495,"Surat, India",15-Sep-14,Silver,Grocery,M,233545
24496,"Lucknow, India",09-Mar-14,Platinum,Fuel,F,261731
24497,"Jaipur, India",07-Mar-15,Signature,Grocery,F,211807
24498,"Hyderabad, India",15-Jan-15,Silver,Fuel,F,245333
24499,"Jaipur, India",03-Jul-14,Platinum,Fuel,M,133973
24500,"Pune, India",07-Oct-13,Silver,Entertainment,M,112985
24501,"Hyderabad, India",17-Jan-15,Gold,Entertainment,M,71510
24502,"Chennai, India",15-May-14,Silver,Food,M,140185
24503,"Hyderabad, India",05-Apr-14,Gold,Fuel,F,40528
24504,"Lucknow, India",07-Apr-15,Signature,Food,F,232794
24505,"Hyderabad, India",06-Aug-14,Signature,Bills,F,262198
24506,"Pune, India",19-May-14,Silver,Grocery,F,172833
24507,"Surat, India",22-May-14,Signature,Fuel,M,128585
24508,"Lucknow, India",11-Jul-14,Silver,Food,M,233929
24509,"Kolkata, India",15-Sep-14,Platinum,Entertainment,M,175536
24510,"Kolkata, India",26-Jan-15,Silver,Food,M,133895
24511,"Hyderabad, India",13-Oct-13,Gold,Entertainment,F,141838
24512,"Jaipur, India",18-Apr-15,Signature,Entertainment,F,177888
24513,"Pune, India",26-Mar-14,Platinum,Bills,M,187363
24514,"Jaipur, India",12-Dec-14,Silver,Grocery,F,197720
24515,"Pune, India",19-Mar-14,Platinum,Grocery,M,215814
24516,"Kanpur, India",10-Jan-14,Gold,Entertainment,M,102265
24517,"Kanpur, India",23-Oct-13,Silver,Grocery,F,28004
24518,"Jaipur, India",22-Dec-13,Silver,Bills,F,264193
24519,"Lucknow, India",11-Jan-15,Platinum,Food,F,69295
24520,"Chennai, India",02-Jan-14,Signature,Food,M,171054
24521,"Jaipur, India",06-Feb-15,Platinum,Fuel,M,237665
24522,"Pune, India",24-Jan-15,Platinum,Food,F,63968
24523,"Surat, India",06-Jun-14,Silver,Entertainment,M,246350
24524,"Surat, India",09-Jul-14,Silver,Bills,M,138009
24525,"Kanpur, India",19-Nov-14,Signature,Grocery,M,89170
24526,"Hyderabad, India",16-Jan-15,Signature,Bills,M,99236
24527,"Pune, India",13-May-14,Gold,Entertainment,F,250911
24528,"Kanpur, India",24-Dec-13,Gold,Food,F,215525
24529,"Surat, India",09-Dec-14,Silver,Entertainment,F,144164
24530,"Hyderabad, India",14-Feb-14,Silver,Entertainment,F,63393
24531,"Hyderabad, India",18-Mar-14,Signature,Entertainment,F,131178
24532,"Kolkata, India",07-Dec-13,Silver,Bills,F,79870
24533,"Jaipur, India",23-Mar-14,Silver,Grocery,M,47901
24534,"Pune, India",04-Aug-14,Gold,Fuel,F,295248
24535,"Hyderabad, India",31-Aug-14,Signature,Bills,M,50325
24536,"Hyderabad, India",25-Feb-15,Silver,Bills,F,19813
24537,"Surat, India",27-Oct-13,Gold,Food,F,54873
24538,"Pune, India",20-Aug-14,Platinum,Entertainment,M,167922
24539,"Kanpur, India",07-Nov-13,Signature,Food,M,38193
24540,"Kanpur, India",29-May-14,Platinum,Fuel,F,60074
24541,"Chennai, India",04-Oct-13,Signature,Entertainment,M,102337
24542,"Chennai, India",10-Jun-14,Platinum,Fuel,M,158715
24543,"Hyderabad, India",20-Aug-14,Gold,Bills,M,255493
24544,"Hyderabad, India",18-Feb-15,Silver,Entertainment,M,174774
24545,"Jaipur, India",08-Nov-14,Platinum,Entertainment,F,71039
24546,"Pune, India",06-Jul-14,Silver,Fuel,F,27972
24547,"Kolkata, India",16-Jan-14,Signature,Food,M,201117
24548,"Lucknow, India",26-Apr-15,Platinum,Food,M,45819
24549,"Kanpur, India",03-Dec-13,Signature,Fuel,M,195250
24550,"Lucknow, India",14-Dec-13,Platinum,Grocery,F,4398
24551,"Lucknow, India",07-Apr-14,Platinum,Fuel,F,118726
24552,"Kanpur, India",24-Aug-14,Gold,Food,M,154068
24553,"Pune, India",24-May-15,Signature,Food,M,216708
24554,"Chennai, India",10-Apr-15,Gold,Food,M,181003
24555,"Kolkata, India",08-Jul-14,Silver,Grocery,F,236690
24556,"Jaipur, India",10-Apr-14,Silver,Fuel,F,247487
24557,"Jaipur, India",10-May-15,Silver,Food,M,177911
24558,"Kanpur, India",30-Apr-14,Gold,Food,F,294557
24559,"Jaipur, India",12-Feb-14,Signature,Food,F,141446
24560,"Hyderabad, India",02-Feb-14,Silver,Grocery,F,224657
24561,"Jaipur, India",17-Jul-14,Gold,Grocery,F,75564
24562,"Chennai, India",02-Apr-14,Silver,Food,F,11958
24563,"Jaipur, India",26-Dec-13,Silver,Bills,F,249934
24564,"Chennai, India",16-Feb-15,Silver,Bills,F,178462
24565,"Hyderabad, India",27-May-14,Signature,Fuel,F,186327
24566,"Jaipur, India",09-Apr-14,Platinum,Fuel,F,6374
24567,"Lucknow, India",08-Dec-13,Silver,Food,M,204836
24568,"Chennai, India",12-Jun-14,Platinum,Entertainment,M,64136
24569,"Kanpur, India",14-May-15,Gold,Grocery,F,166852
24570,"Hyderabad, India",30-Nov-14,Gold,Bills,F,226515
24571,"Kolkata, India",11-May-15,Silver,Food,M,25225
24572,"Kanpur, India",12-Nov-13,Signature,Food,M,191280
24573,"Surat, India",10-Apr-14,Signature,Entertainment,F,128016
24574,"Chennai, India",10-Dec-13,Signature,Entertainment,M,29192
24575,"Kanpur, India",16-Apr-15,Silver,Entertainment,M,198216
24576,"Kolkata, India",10-Aug-14,Platinum,Fuel,F,42039
24577,"Pune, India",19-Jun-14,Silver,Entertainment,M,205441
24578,"Chennai, India",18-May-15,Silver,Entertainment,M,3356
24579,"Kolkata, India",08-Oct-14,Platinum,Fuel,F,143098
24580,"Pune, India",31-Oct-14,Silver,Fuel,M,131250
24581,"Jaipur, India",30-Oct-14,Gold,Grocery,M,194723
24582,"Chennai, India",22-Mar-14,Gold,Grocery,M,211067
24583,"Chennai, India",01-Apr-14,Platinum,Entertainment,F,93038
24584,"Surat, India",15-Dec-14,Signature,Fuel,F,282097
24585,"Hyderabad, India",24-Feb-15,Signature,Grocery,M,75283
24586,"Pune, India",13-May-14,Gold,Entertainment,F,156277
24587,"Kolkata, India",06-Dec-13,Gold,Entertainment,F,145661
24588,"Jaipur, India",13-Jun-14,Silver,Grocery,F,291686
24589,"Kanpur, India",11-Jun-14,Gold,Entertainment,F,74529
24590,"Jaipur, India",14-Jun-14,Silver,Grocery,M,9518
24591,"Hyderabad, India",21-Feb-14,Silver,Bills,F,250169
24592,"Jaipur, India",17-Apr-14,Silver,Fuel,F,65414
24593,"Pune, India",07-Mar-14,Silver,Bills,M,294754
24594,"Kanpur, India",08-May-14,Platinum,Bills,M,103481
24595,"Hyderabad, India",26-Feb-14,Gold,Bills,M,72745
24596,"Lucknow, India",10-Apr-15,Silver,Grocery,M,291085
24597,"Kanpur, India",01-May-15,Gold,Fuel,F,16621
24598,"Jaipur, India",02-Feb-15,Signature,Fuel,F,29687
24599,"Hyderabad, India",26-May-15,Gold,Grocery,F,113730
24600,"Hyderabad, India",19-Jul-14,Platinum,Bills,F,156953
24601,"Pune, India",23-Apr-14,Silver,Entertainment,F,165500
24602,"Kanpur, India",31-Dec-13,Gold,Food,F,2924
24603,"Lucknow, India",04-Mar-15,Signature,Entertainment,M,144148
24604,"Kolkata, India",16-Dec-13,Silver,Fuel,F,14780
24605,"Jaipur, India",26-May-15,Silver,Fuel,F,292561
24606,"Jaipur, India",22-May-15,Silver,Grocery,F,179239
24607,"Pune, India",15-Jul-14,Signature,Fuel,F,241951
24608,"Kanpur, India",08-Aug-14,Signature,Fuel,M,50215
24609,"Kanpur, India",03-Jan-14,Gold,Entertainment,M,210660
24610,"Hyderabad, India",09-Jul-14,Signature,Entertainment,F,179248
24611,"Surat, India",24-May-14,Signature,Fuel,F,287275
24612,"Hyderabad, India",02-Apr-15,Silver,Entertainment,M,241494
24613,"Hyderabad, India",15-Feb-14,Silver,Bills,M,287943
24614,"Lucknow, India",18-Feb-14,Silver,Entertainment,F,240660
24615,"Kolkata, India",12-May-15,Silver,Bills,F,81513
24616,"Kolkata, India",10-Oct-14,Platinum,Food,F,139433
24617,"Kolkata, India",26-Jan-15,Silver,Food,F,172010
24618,"Jaipur, India",07-Feb-14,Silver,Bills,F,260858
24619,"Hyderabad, India",29-Mar-15,Platinum,Fuel,F,211018
24620,"Hyderabad, India",04-Apr-14,Platinum,Fuel,F,16576
24621,"Chennai, India",07-Feb-15,Signature,Fuel,M,160191
24622,"Surat, India",28-Dec-13,Silver,Fuel,M,43159
24623,"Lucknow, India",04-Dec-14,Silver,Fuel,F,217620
24624,"Kolkata, India",24-Feb-14,Gold,Food,M,204234
24625,"Hyderabad, India",03-Dec-13,Platinum,Grocery,M,147323
24626,"Jaipur, India",24-Jun-14,Signature,Bills,M,252813
24627,"Kolkata, India",11-Oct-14,Platinum,Fuel,F,94421
24628,"Kolkata, India",22-May-15,Gold,Entertainment,F,192742
24629,"Lucknow, India",18-Jan-15,Platinum,Grocery,F,205743
24630,"Lucknow, India",30-Oct-13,Silver,Fuel,F,84790
24631,"Jaipur, India",13-Mar-15,Gold,Fuel,M,153206
24632,"Kanpur, India",23-Jan-14,Gold,Fuel,F,249419
24633,"Jaipur, India",24-Apr-15,Silver,Entertainment,F,63810
24634,"Kanpur, India",03-Mar-15,Gold,Fuel,M,72138
24635,"Hyderabad, India",15-Nov-14,Silver,Fuel,M,113713
24636,"Pune, India",18-Feb-15,Gold,Grocery,M,178570
24637,"Lucknow, India",15-Apr-14,Platinum,Fuel,F,154543
24638,"Chennai, India",24-Apr-15,Silver,Bills,F,68492
24639,"Jaipur, India",23-May-14,Silver,Fuel,F,69876
24640,"Jaipur, India",05-Feb-15,Silver,Fuel,M,268015
24641,"Chennai, India",02-Feb-15,Platinum,Entertainment,M,137818
24642,"Surat, India",13-Oct-14,Gold,Food,F,125559
24643,"Kanpur, India",08-Dec-13,Signature,Fuel,M,292499
24644,"Kolkata, India",04-Mar-14,Silver,Fuel,F,29242
24645,"Chennai, India",04-Mar-15,Gold,Food,M,93184
24646,"Kanpur, India",04-Apr-15,Silver,Grocery,F,77773
24647,"Lucknow, India",27-May-14,Platinum,Food,F,64558
24648,"Hyderabad, India",01-Feb-15,Silver,Food,F,163853
24649,"Jaipur, India",05-Apr-14,Silver,Food,M,242111
24650,"Pune, India",25-Jan-14,Signature,Grocery,F,77223
24651,"Pune, India",23-Apr-15,Platinum,Fuel,F,32782
24652,"Lucknow, India",18-Jan-15,Signature,Food,F,278163
24653,"Kanpur, India",22-Jan-14,Signature,Grocery,M,33958
24654,"Kolkata, India",19-Jan-14,Silver,Entertainment,M,161332
24655,"Hyderabad, India",23-Jan-14,Platinum,Fuel,M,120572
24656,"Chennai, India",01-Jul-14,Signature,Fuel,F,130319
24657,"Kolkata, India",31-Mar-15,Gold,Food,M,150789
24658,"Lucknow, India",02-Aug-14,Silver,Fuel,F,9263
24659,"Surat, India",05-May-15,Silver,Grocery,F,82717
24660,"Kolkata, India",14-Dec-14,Gold,Bills,F,87689
24661,"Hyderabad, India",08-Jul-14,Gold,Entertainment,F,167866
24662,"Kanpur, India",27-Apr-15,Signature,Fuel,M,134613
24663,"Surat, India",15-May-15,Silver,Entertainment,F,239371
24664,"Kolkata, India",09-Nov-14,Signature,Entertainment,F,187769
24665,"Lucknow, India",23-May-14,Signature,Entertainment,F,145169
24666,"Jaipur, India",06-Sep-14,Platinum,Entertainment,F,117092
24667,"Jaipur, India",14-Feb-15,Silver,Entertainment,M,222694
24668,"Chennai, India",07-Dec-13,Gold,Entertainment,F,59880
24669,"Surat, India",29-Mar-14,Silver,Grocery,M,97225
24670,"Surat, India",09-Nov-14,Gold,Food,F,13467
24671,"Jaipur, India",07-Dec-13,Gold,Entertainment,M,185673
24672,"Surat, India",07-Oct-13,Platinum,Fuel,M,97550
24673,"Kanpur, India",20-Jul-14,Signature,Entertainment,F,36673
24674,"Kanpur, India",25-Dec-13,Gold,Grocery,M,261773
24675,"Kanpur, India",30-Aug-14,Signature,Fuel,F,278224
24676,"Pune, India",29-Apr-14,Gold,Grocery,M,1845
24677,"Lucknow, India",15-Jun-14,Platinum,Grocery,M,44298
24678,"Lucknow, India",23-Jan-14,Gold,Bills,F,121460
24679,"Lucknow, India",23-Oct-13,Signature,Food,M,51724
24680,"Kolkata, India",03-Jan-15,Platinum,Entertainment,M,41600
24681,"Lucknow, India",18-Jan-14,Signature,Bills,M,103955
24682,"Kanpur, India",05-Jul-14,Silver,Bills,F,40282
24683,"Surat, India",20-Feb-14,Silver,Grocery,M,43887
24684,"Kolkata, India",09-Oct-13,Gold,Entertainment,F,201943
24685,"Chennai, India",29-Oct-13,Signature,Bills,F,269338
24686,"Jaipur, India",03-Feb-15,Silver,Entertainment,M,136560
24687,"Kanpur, India",23-Jun-14,Gold,Entertainment,F,271123
24688,"Chennai, India",18-Apr-14,Gold,Bills,F,95887
24689,"Lucknow, India",18-Feb-14,Signature,Grocery,M,241292
24690,"Hyderabad, India",10-Mar-15,Platinum,Entertainment,M,208097
24691,"Pune, India",18-Mar-15,Signature,Grocery,F,114357
24692,"Surat, India",23-Oct-14,Gold,Bills,F,46259
24693,"Hyderabad, India",16-Jan-15,Platinum,Grocery,M,138891
24694,"Pune, India",03-Dec-13,Signature,Fuel,F,158049
24695,"Pune, India",08-Jun-14,Signature,Fuel,F,173477
24696,"Kolkata, India",16-Jan-14,Silver,Grocery,F,87258
24697,"Kolkata, India",11-Aug-14,Platinum,Grocery,M,254630
24698,"Jaipur, India",22-Jun-14,Silver,Food,M,154615
24699,"Jaipur, India",02-Jan-15,Gold,Food,M,196869
24700,"Kanpur, India",11-Jun-14,Silver,Entertainment,F,139943
24701,"Kanpur, India",25-Aug-14,Gold,Bills,M,50895
24702,"Surat, India",07-Dec-13,Platinum,Entertainment,F,40131
24703,"Lucknow, India",02-Jan-14,Signature,Bills,F,45321
24704,"Hyderabad, India",03-Feb-15,Gold,Bills,F,222794
24705,"Pune, India",09-Oct-13,Signature,Grocery,M,239906
24706,"Kolkata, India",29-Jan-15,Signature,Bills,F,292954
24707,"Chennai, India",27-Apr-14,Signature,Food,F,144049
24708,"Jaipur, India",04-Jan-15,Silver,Bills,M,48103
24709,"Surat, India",22-Dec-13,Signature,Fuel,F,278895
24710,"Lucknow, India",06-May-14,Signature,Bills,F,175963
24711,"Pune, India",16-Aug-14,Signature,Fuel,M,96710
24712,"Lucknow, India",12-Nov-13,Gold,Grocery,F,31207
24713,"Pune, India",22-May-15,Platinum,Food,M,271362
24714,"Lucknow, India",29-Nov-14,Platinum,Bills,M,291056
24715,"Kolkata, India",06-Mar-15,Signature,Fuel,F,100430
24716,"Hyderabad, India",27-Jan-15,Gold,Food,F,132351
24717,"Jaipur, India",03-Dec-14,Gold,Entertainment,M,97834
24718,"Chennai, India",07-Apr-15,Platinum,Food,F,152765
24719,"Hyderabad, India",20-Feb-15,Signature,Fuel,M,196704
24720,"Kolkata, India",17-Oct-14,Gold,Bills,M,272982
24721,"Kolkata, India",06-Jan-14,Platinum,Food,F,197366
24722,"Hyderabad, India",15-May-15,Gold,Bills,F,83686
24723,"Chennai, India",07-Sep-14,Gold,Grocery,M,276646
24724,"Hyderabad, India",26-Apr-14,Gold,Bills,F,129102
24725,"Pune, India",25-Dec-14,Gold,Entertainment,M,223517
24726,"Pune, India",17-Jan-15,Silver,Fuel,M,134132
24727,"Chennai, India",29-Jul-14,Gold,Grocery,M,71372
24728,"Chennai, India",27-Nov-14,Platinum,Grocery,M,70323
24729,"Surat, India",17-Jun-14,Signature,Fuel,F,197422
24730,"Chennai, India",19-Jun-14,Gold,Fuel,F,243795
24731,"Chennai, India",07-May-14,Platinum,Grocery,M,97386
24732,"Kolkata, India",04-Nov-14,Signature,Bills,F,9371
24733,"Jaipur, India",22-Nov-13,Gold,Grocery,F,151025
24734,"Kanpur, India",23-Dec-13,Signature,Bills,M,175718
24735,"Lucknow, India",05-Aug-14,Platinum,Grocery,M,9550
24736,"Jaipur, India",30-Mar-14,Platinum,Entertainment,M,175301
24737,"Surat, India",06-Oct-14,Signature,Fuel,M,59915
24738,"Lucknow, India",05-Oct-14,Gold,Entertainment,F,54901
24739,"Kanpur, India",22-Oct-14,Signature,Entertainment,M,12426
24740,"Kolkata, India",17-Apr-14,Signature,Fuel,M,206572
24741,"Kanpur, India",06-May-14,Gold,Entertainment,F,16556
24742,"Hyderabad, India",03-Jan-14,Signature,Grocery,M,263778
24743,"Pune, India",19-Feb-15,Signature,Food,F,204965
24744,"Lucknow, India",08-Apr-15,Silver,Bills,F,192024
24745,"Kolkata, India",03-May-15,Gold,Fuel,M,272113
24746,"Jaipur, India",26-Mar-15,Silver,Grocery,F,284743
24747,"Pune, India",14-Jul-14,Signature,Entertainment,F,54084
24748,"Hyderabad, India",22-Oct-14,Signature,Food,M,178066
24749,"Surat, India",15-Dec-13,Silver,Bills,F,21729
24750,"Pune, India",20-Oct-13,Platinum,Grocery,M,159673
24751,"Kolkata, India",10-Oct-13,Signature,Food,F,127034
24752,"Kolkata, India",21-Aug-14,Platinum,Bills,F,32391
24753,"Chennai, India",28-Oct-14,Signature,Grocery,F,49679
